year,state,count,countCat
1960,Pennsylvania,59.7,10-100
1960,Rhode Island,227.84,100-500
1960,South Carolina,53.68,10-100
1960,South Dakota,17.59,10-100
1960,Tennessee,535.9,500-1000
1960,Texas,516.19,500-1000
1960,Utah,551.77,500-1000
1960,Vermont,893.32,500-1000
1960,Virginia,185.6,100-500
1960,Washington,456.2,100-500
1960,West Virginia,190.39000000000001,100-500
1960,Wisconsin,1090.16,>1000
1960,Wyoming,209.63,100-500
1961,Alabama,78.01,10-100
1961,Alaska,420.96,100-500
1961,Arizona,559.22,500-1000
1961,Arkansas,93.26,10-100
1961,California,223.42000000000002,100-500
1961,Colorado,210.35,100-500
1961,Connecticut,261.76,100-500
1961,Delaware,368.35,100-500
1961,District Of Columbia,47.09,10-100
1961,Florida,127.69,100-500
1961,Georgia,10.24,10-100
1961,Hawaii,29.62,10-100
1961,Idaho,281.75,100-500
1961,Illinois,159,100-500
1961,Indiana,124.69,100-500
1961,Iowa,192.53,100-500
1961,Kansas,NA,NA
1961,Kentucky,368.68,100-500
1961,Louisiana,1.23,1-10
1961,Maine,279.08,100-500
1961,Maryland,130.28,100-500
1961,Massachusetts,416.44,100-500
1961,Michigan,349.40999999999997,100-500
1961,Minnesota,20.6,10-100
1961,Mississippi,68.9,10-100
1961,Missouri,102.09,100-500
1961,Montana,326.15,100-500
1961,Nebraska,44.19,10-100
1961,Nevada,197.74,100-500
1961,New Hampshire,234.64,100-500
1961,New Jersey,293.59,100-500
1961,New Mexico,2.07,1-10
1961,New York,207.29,100-500
1961,North Carolina,110.7,100-500
1961,North Dakota,439,100-500
1961,Ohio,208.73,100-500
1961,Oklahoma,25.07,10-100
1961,Oregon,322.05,100-500
1961,Pennsylvania,226.10999999999999,100-500
1961,Rhode Island,766.11,500-1000
1961,South Carolina,136.63,100-500
1961,South Dakota,21.72,10-100
1961,Tennessee,403.1,100-500
1961,Texas,164.07,100-500
1961,Utah,179.6,100-500
1961,Vermont,295.88,100-500
1961,Virginia,285.95,100-500
1961,Washington,301.32,100-500
1961,West Virginia,429.01,100-500
1961,Wisconsin,932.93,500-1000
1961,Wyoming,143.65,100-500
1962,Alabama,71.58,10-100
1962,Alaska,571.54,500-1000
1962,Arizona,431.74,100-500
1962,Arkansas,77.61,10-100
1962,California,164.85999999999999,100-500
1962,Colorado,474,100-500
1962,Connecticut,672.06,500-1000
1962,Delaware,129.42,100-500
1962,District Of Columbia,89.2,10-100
1962,Florida,76.09,10-100
1962,Georgia,10.19,10-100
1962,Hawaii,387.29,100-500
1962,Idaho,234.12,100-500
1962,Illinois,163.37,100-500
1962,Indiana,161.79,100-500
1962,Iowa,393.63,100-500
1962,Kansas,NA,NA
1962,Kentucky,202.29,100-500
1962,Louisiana,6.8999999999999995,1-10
1962,Maine,718.01,500-1000
1962,Maryland,96.62,10-100
1962,Massachusetts,511.33,500-1000
1962,Michigan,318.95,100-500
1962,Minnesota,47.43,10-100
1962,Mississippi,119.03999999999999,100-500
1962,Missouri,31.73,10-100
1962,Montana,1181.36,>1000
1962,Nebraska,8.13,1-10
1962,Nevada,191.47,100-500
1962,New Hampshire,163.62,100-500
1962,New Jersey,510.19,500-1000
1962,New Mexico,NA,NA
1962,New York,273,100-500
1962,North Carolina,19.27,10-100
1962,North Dakota,583.22,500-1000
1962,Ohio,118.46,100-500
1962,Oklahoma,86.46,10-100
1962,Oregon,766.23,500-1000
1962,Pennsylvania,83.08,10-100
1962,Rhode Island,378.97,100-500
1962,South Carolina,38.4,10-100
1962,South Dakota,64.25,10-100
1962,Tennessee,666.3199999999999,500-1000
1962,Texas,665.61,500-1000
1962,Utah,430.57,100-500
1962,Vermont,518.32,500-1000
1962,Virginia,231.09,100-500
1962,Washington,704.07,500-1000
1962,West Virginia,551.12,500-1000
1962,Wisconsin,365.34,100-500
1962,Wyoming,142.93,100-500
1963,Alabama,34.74,10-100
1963,Alaska,722.27,500-1000
1963,Arizona,583.67,500-1000
1963,Arkansas,77.5,10-100
1963,California,113.36,100-500
1963,Colorado,325.28,100-500
1963,Connecticut,214.81,100-500
1963,Delaware,248.69,100-500
1963,District Of Columbia,27.759999999999998,10-100
1963,Florida,66.69,10-100
1963,Georgia,4.78,1-10
1963,Hawaii,521.83,500-1000
1963,Idaho,572.48,500-1000
1963,Illinois,98.55,10-100
1963,Indiana,122.36,100-500
1963,Iowa,280.07,100-500
1963,Kansas,NA,NA
1963,Kentucky,284.88,100-500
1963,Louisiana,4.26,1-10
1963,Maine,48.49,10-100
1963,Maryland,60.08,10-100
1963,Massachusetts,84.1,10-100
1963,Michigan,516.65,500-1000
1963,Minnesota,76.78,10-100
1963,Mississippi,29.85,10-100
1963,Missouri,64.05,10-100
1963,Montana,482.41,100-500
1963,Nebraska,15.860000000000001,10-100
1963,Nevada,67.74,10-100
1963,New Hampshire,6.44,1-10
1963,New Jersey,160.62,100-500
1963,New Mexico,NA,NA
1963,New York,107.71,100-500
1963,North Carolina,30.53,10-100
1963,North Dakota,677.98,500-1000
1963,Ohio,146.63,100-500
1963,Oklahoma,14.17,10-100
1963,Oregon,258.3,100-500
1963,Pennsylvania,106.13,100-500
1963,Rhode Island,139.6,100-500
1963,South Carolina,95.75,10-100
1963,South Dakota,12.53,10-100
1963,Tennessee,183.55,100-500
1963,Texas,164.36,100-500
1963,Utah,316.23,100-500
1963,Vermont,405.8,100-500
1963,Virginia,172.45,100-500
1963,Washington,166.94,100-500
1963,West Virginia,696.29,500-1000
1963,Wisconsin,1413.07,>1000
1963,Wyoming,97.92,10-100
1964,Alabama,533.68,500-1000
1964,Alaska,439.89,100-500
1964,Arizona,405.54,100-500
1964,Arkansas,58.28,10-100
1964,California,179.9,100-500
1964,Colorado,164.43,100-500
1964,Connecticut,189.03,100-500
1964,Delaware,79.26,10-100
1964,District Of Columbia,43.14,10-100
1964,Florida,121.55,100-500
1964,Georgia,4.92,1-10
1964,Hawaii,123.17999999999999,100-500
1964,Idaho,336.19,100-500
1964,Illinois,149.32999999999998,100-500
1964,Indiana,458.81,100-500
1964,Iowa,819.8199999999999,500-1000
1964,Kansas,NA,NA
1964,Kentucky,481.84,100-500
1964,Louisiana,3.44,1-10
1964,Maine,373.91,100-500
1964,Maryland,89.51,10-100
1964,Massachusetts,135.92,100-500
1964,Michigan,354.48,100-500
1964,Minnesota,9.73,1-10
1964,Mississippi,261.46,100-500
1964,Missouri,24.26,10-100
1964,Montana,579.59,500-1000
1964,Nebraska,54.63,10-100
1964,Nevada,233.77,100-500
1964,New Hampshire,134.65,100-500
1964,New Jersey,176.38,100-500
1964,New Mexico,111.15,100-500
1964,New York,156.92,100-500
1964,North Carolina,26.32,10-100
1964,North Dakota,813.23,500-1000
1964,Ohio,191.15,100-500
1964,Oklahoma,42.41,10-100
1964,Oregon,453.01,100-500
1964,Pennsylvania,101.85,100-500
1964,Rhode Island,279.32,100-500
1964,South Carolina,161.62,100-500
1964,South Dakota,9.86,1-10
1964,Tennessee,629.43,500-1000
1964,Texas,383.18,100-500
1964,Utah,260.75,100-500
1964,Vermont,596.77,500-1000
1964,Virginia,274.81,100-500
1964,Washington,674.69,500-1000
1964,West Virginia,518.7,500-1000
1964,Wisconsin,370.35,100-500
1964,Wyoming,84.29,10-100
1965,Alabama,68.2,10-100
1965,Alaska,79.38,10-100
1965,Arizona,100.6,100-500
1965,Arkansas,63.08,10-100
1965,California,74.6,10-100
1965,Colorado,302.7,100-500
1965,Connecticut,322.89,100-500
1965,Delaware,102.38,100-500
1965,District Of Columbia,19.759999999999998,10-100
1965,Florida,62.29,10-100
1965,Georgia,15.1,10-100
1965,Hawaii,575.8,500-1000
1965,Idaho,454.66,100-500
1965,Illinois,42.68,10-100
1965,Indiana,48.06,10-100
1965,Iowa,339.54,100-500
1965,Kansas,NA,NA
1965,Kentucky,121.06,100-500
1965,Louisiana,3.85,1-10
1965,Maine,295.75,100-500
1965,Maryland,35.52,10-100
1965,Massachusetts,354.49,100-500
1965,Michigan,336.98,100-500
1965,Minnesota,26.46,10-100
1965,Mississippi,51.15,10-100
1965,Missouri,60.2,10-100
1965,Montana,556.37,500-1000
1965,Nebraska,31.99,10-100
1965,Nevada,50.71,10-100
1965,New Hampshire,55.03,10-100
1965,New Jersey,61.18,10-100
1965,New Mexico,68.59,10-100
1965,New York,52.37,10-100
1965,North Carolina,8.59,1-10
1965,North Dakota,623.26,500-1000
1965,Ohio,90.96000000000001,10-100
1965,Oklahoma,9.97,1-10
1965,Oregon,181.74,100-500
1965,Pennsylvania,57.21,10-100
1965,Rhode Island,444.82,100-500
1965,South Carolina,50.55,10-100
1965,South Dakota,16.73,10-100
1965,Tennessee,238.12,100-500
1965,Texas,284.32,100-500
1965,Utah,444.86,100-500
1965,Vermont,360.66,100-500
1965,Virginia,93.32000000000001,10-100
1965,Washington,255.7,100-500
1965,West Virginia,832.69,500-1000
1965,Wisconsin,482.22,100-500
1965,Wyoming,226.15,100-500
1966,Alabama,52.38,10-100
1966,Alaska,236.57,100-500
1966,Arizona,336.9,100-500
1966,Arkansas,72.49,10-100
1966,California,80.59,10-100
1966,Colorado,72,10-100
1966,Connecticut,32.51,10-100
1966,Delaware,51.14,10-100
1966,District Of Columbia,49.3,10-100
1966,Florida,64.38,10-100
1966,Georgia,5.59,1-10
1966,Hawaii,20.36,10-100
1966,Idaho,246.93,100-500
1966,Illinois,106.31,100-500
1966,Indiana,116.34,100-500
1966,Iowa,197.39,100-500
1966,Kansas,NA,NA
1966,Kentucky,154.21,100-500
1966,Louisiana,3.02,1-10
1966,Maine,29.7,10-100
1966,Maryland,57.77,10-100
1966,Massachusetts,15.02,10-100
1966,Michigan,176.04,100-500
1966,Minnesota,46.56,10-100
1966,Mississippi,56.99,10-100
1966,Missouri,12.54,10-100
1966,Montana,272.69,100-500
1966,Nebraska,11.64,10-100
1966,Nevada,14.34,10-100
1966,New Hampshire,11.59,10-100
1966,New Jersey,29.39,10-100
1966,New Mexico,126.32000000000001,100-500
1966,New York,61.06,10-100
1966,North Carolina,15.879999999999999,10-100
1966,North Dakota,212.64,100-500
1966,Ohio,63.04,10-100
1966,Oklahoma,25.25,10-100
1966,Oregon,126.91,100-500
1966,Pennsylvania,47.160000000000004,10-100
1966,Rhode Island,9.75,1-10
1966,South Carolina,26.310000000000002,10-100
1966,South Dakota,5.87,1-10
1966,Tennessee,332.74,100-500
1966,Texas,239.95,100-500
1966,Utah,68.2,10-100
1966,Vermont,79.16,10-100
1966,Virginia,50.58,10-100
1966,Washington,166.67,100-500
1966,West Virginia,313.45,100-500
1966,Wisconsin,736.07,500-1000
1966,Wyoming,72.79,10-100
1967,Alabama,38.98,10-100
1967,Alaska,53.27,10-100
1967,Arizona,62.08,10-100
1967,Arkansas,66.76,10-100
1967,California,27.45,10-100
1967,Colorado,79.64,10-100
1967,Connecticut,3.5700000000000003,1-10
1967,Delaware,10.64,10-100
1967,District Of Columbia,3.46,1-10
1967,Florida,28.92,10-100
1967,Georgia,0.9600000000000001,0-1
1967,Hawaii,24.46,10-100
1967,Idaho,60.05,10-100
1967,Illinois,11.93,10-100
1967,Indiana,13.46,10-100
1967,Iowa,29.6,10-100
1967,Kansas,4.44,1-10
1967,Kentucky,46.83,10-100
1967,Louisiana,4.46,1-10
1967,Maine,24.63,10-100
1967,Maryland,4.86,1-10
1967,Massachusetts,7.47,1-10
1967,Michigan,13.3,10-100
1967,Minnesota,3.76,1-10
1967,Mississippi,30.34,10-100
1967,Missouri,7.47,1-10
1967,Montana,48.96,10-100
1967,Nebraska,36.53,10-100
1967,Nevada,59.9,10-100
1967,New Hampshire,3.86,1-10
1967,New Jersey,8.8,1-10
1967,New Mexico,61.2,10-100
1967,New York,6.68,1-10
1967,North Carolina,19.03,10-100
1967,North Dakota,143.16,100-500
1967,Ohio,11.74,10-100
1967,Oklahoma,32.35,10-100
1967,Oregon,86.72,10-100
1967,Pennsylvania,6.8100000000000005,1-10
1967,Rhode Island,6.82,1-10
1967,South Carolina,20.44,10-100
1967,South Dakota,8.67,1-10
1967,Tennessee,53.62,10-100
1967,Texas,125.32,100-500
1967,Utah,37.81,10-100
1967,Vermont,9.959999999999999,1-10
1967,Virginia,51.99,10-100
1967,Washington,178.9,100-500
1967,West Virginia,84.57000000000001,10-100
1967,Wisconsin,49.53,10-100
1967,Wyoming,64.27,10-100
1968,Alabama,4.65,1-10
1968,Alaska,3.86,1-10
1968,Arizona,14.61,10-100
1968,Arkansas,0.15000000000000002,0-1
1968,California,8.49,1-10
1968,Colorado,23.54,10-100
1968,Connecticut,23.82,10-100
1968,Delaware,4.51,1-10
1968,District Of Columbia,0.78,0-1
1968,Florida,8.94,1-10
1968,Georgia,0.08,0-1
1968,Hawaii,5.050000000000001,1-10
1968,Idaho,3,1-10
1968,Illinois,13.52,10-100
1968,Indiana,15.55,10-100
1968,Iowa,6.58,1-10
1968,Kansas,0.96,0-1
1968,Kentucky,4.37,1-10
1968,Louisiana,0.7899999999999999,0-1
1968,Maine,3.5100000000000002,1-10
1968,Maryland,2.75,1-10
1968,Massachusetts,9.84,1-10
1968,Michigan,4.03,1-10
1968,Minnesota,0.52,0-1
1968,Mississippi,10.91,10-100
1968,Missouri,0.6900000000000001,0-1
1968,Montana,9.69,1-10
1968,Nebraska,4.590000000000001,1-10
1968,Nevada,1.74,1-10
1968,New Hampshire,21.01,10-100
1968,New Jersey,9.74,1-10
1968,New Mexico,17.64,10-100
1968,New York,21.07,10-100
1968,North Carolina,6.48,1-10
1968,North Dakota,22.830000000000002,10-100
1968,Ohio,3.25,1-10
1968,Oklahoma,4.96,1-10
1968,Oregon,30.7,10-100
1968,Pennsylvania,2.54,1-10
1968,Rhode Island,7.28,1-10
1968,South Carolina,1.52,1-10
1968,South Dakota,0.6,0-1
1968,Tennessee,1.73,1-10
1968,Texas,47.58,10-100
1968,Utah,2.04,1-10
1968,Vermont,1.8499999999999999,1-10
1968,Virginia,9.49,1-10
1968,Washington,18.25,10-100
1968,West Virginia,20.5,10-100
1968,Wisconsin,31.89,10-100
1968,Wyoming,17,10-100
1969,Alabama,0.36,0-1
1969,Alaska,6.7700000000000005,1-10
1969,Arizona,31.21,10-100
1969,Arkansas,1.51,1-10
1969,California,4.57,1-10
1969,Colorado,6.43,1-10
1969,Connecticut,21.39,10-100
1969,Delaware,93.73,10-100
1969,District Of Columbia,5.89,1-10
1969,Florida,9.27,1-10
1969,Georgia,0.04,0-1
1969,Hawaii,7.0200000000000005,1-10
1969,Idaho,12.739999999999998,10-100
1969,Illinois,10.16,10-100
1969,Indiana,10.51,10-100
1969,Iowa,9.98,1-10
1969,Kansas,0.38,0-1
1969,Kentucky,2.21,1-10
1969,Louisiana,3.46,1-10
1969,Maine,0.8,0-1
1969,Maryland,2.6,1-10
1969,Massachusetts,6.59,1-10
1969,Michigan,4.46,1-10
1969,Minnesota,0.75,0-1
1969,Mississippi,1.1,1-10
1969,Missouri,1.57,1-10
1969,Montana,17.13,10-100
1969,Nebraska,44.87,10-100
1969,Nevada,0.21,0-1
1969,New Hampshire,27.1,10-100
1969,New Jersey,13.46,10-100
1969,New Mexico,28.3,10-100
1969,New York,30.48,10-100
1969,North Carolina,7.46,1-10
1969,North Dakota,13.030000000000001,10-100
1969,Ohio,5.38,1-10
1969,Oklahoma,5.63,1-10
1969,Oregon,9.83,1-10
1969,Pennsylvania,10.66,10-100
1969,Rhode Island,2.9,1-10
1969,South Carolina,5.34,1-10
1969,South Dakota,7.640000000000001,1-10
1969,Tennessee,0.53,0-1
1969,Texas,44.87,10-100
1969,Utah,1.09,1-10
1969,Vermont,0.6900000000000001,0-1
1969,Virginia,20.26,10-100
1969,Washington,1.68,1-10
1969,West Virginia,13.82,10-100
1969,Wisconsin,15.33,10-100
1969,Wyoming,2.43,1-10
1970,Alabama,13.94,10-100
1970,Alaska,33.61,10-100
1970,Arizona,53.05,10-100
1970,Arkansas,1.66,1-10
1970,California,9.55,1-10
1970,Colorado,10.41,10-100
1970,Connecticut,3.8200000000000003,1-10
1970,Delaware,47.46,10-100
1970,District Of Columbia,46,10-100
1970,Florida,20.19,10-100
1970,Georgia,0.36,0-1
1970,Hawaii,23.86,10-100
1970,Idaho,13.32,10-100
1970,Illinois,29.38,10-100
1970,Indiana,5.5,1-10
1970,Iowa,31.42,10-100
1970,Kansas,3.35,1-10
1970,Kentucky,32.39,10-100
1970,Louisiana,8.34,1-10
1970,Maine,41.48,10-100
1970,Maryland,34.61,10-100
1970,Massachusetts,15.75,10-100
1970,Michigan,20.28,10-100
1970,Minnesota,1.29,1-10
1970,Mississippi,6.07,1-10
1970,Missouri,16.45,10-100
1970,Montana,16.009999999999998,10-100
1970,Nebraska,52.32,10-100
1970,Nevada,4.03,1-10
1970,New Hampshire,8.4,1-10
1970,New Jersey,23.46,10-100
1970,New Mexico,28.59,10-100
1970,New York,8.57,1-10
1970,North Carolina,19.47,10-100
1970,North Dakota,51.25,10-100
1970,Ohio,37.7,10-100
1970,Oklahoma,30.63,10-100
1970,Oregon,21.15,10-100
1970,Pennsylvania,17.650000000000002,10-100
1970,Rhode Island,11.4,10-100
1970,South Carolina,24.01,10-100
1970,South Dakota,15.790000000000001,10-100
1970,Tennessee,13.53,10-100
1970,Texas,72.35,10-100
1970,Utah,3.52,1-10
1970,Vermont,1.98,1-10
1970,Virginia,51.91,10-100
1970,Washington,19.71,10-100
1970,West Virginia,19.73,10-100
1970,Wisconsin,31.02,10-100
1970,Wyoming,3.23,1-10
1971,Alabama,55.24,10-100
1971,Alaska,19.42,10-100
1971,Arizona,25.39,10-100
1971,Arkansas,21.91,10-100
1971,California,13.88,10-100
1971,Colorado,37.17,10-100
1971,Connecticut,38.91,10-100
1971,Delaware,7.27,1-10
1971,District Of Columbia,2.12,1-10
1971,Florida,30.830000000000002,10-100
1971,Georgia,23.59,10-100
1971,Hawaii,59.03,10-100
1971,Idaho,35.9,10-100
1971,Illinois,29.04,10-100
1971,Indiana,58.230000000000004,10-100
1971,Iowa,94.79,10-100
1971,Kansas,62.42,10-100
1971,Kentucky,111.46,100-500
1971,Louisiana,42.19,10-100
1971,Maine,120.27,100-500
1971,Maryland,13.6,10-100
1971,Massachusetts,8.07,1-10
1971,Michigan,28.89,10-100
1971,Minnesota,2.06,1-10
1971,Mississippi,66.8,10-100
1971,Missouri,42.81,10-100
1971,Montana,112.98,100-500
1971,Nebraska,4.88,1-10
1971,Nevada,1.28,1-10
1971,New Hampshire,26.650000000000002,10-100
1971,New Jersey,17.39,10-100
1971,New Mexico,37.27,10-100
1971,New York,23.92,10-100
1971,North Carolina,35.89,10-100
1971,North Dakota,36.17,10-100
1971,Ohio,37.07,10-100
1971,Oklahoma,25.06,10-100
1971,Oregon,15.97,10-100
1971,Pennsylvania,15.629999999999999,10-100
1971,Rhode Island,24.72,10-100
1971,South Carolina,32.77,10-100
1971,South Dakota,31.34,10-100
1971,Tennessee,24.69,10-100
1971,Texas,77.41,10-100
1971,Utah,30.04,10-100
1971,Vermont,26.6,10-100
1971,Virginia,32.37,10-100
1971,Washington,33.15,10-100
1971,West Virginia,31.990000000000002,10-100
1971,Wisconsin,87.53,10-100
1971,Wyoming,24.49,10-100
1972,Alabama,4.0200000000000005,1-10
1972,Alaska,3.94,1-10
1972,Arizona,40.83,10-100
1972,Arkansas,0.65,0-1
1972,California,15.43,10-100
1972,Colorado,20.88,10-100
1972,Connecticut,50.08,10-100
1972,Delaware,9.66,1-10
1972,District Of Columbia,0.27,0-1
1972,Florida,17.64,10-100
1972,Georgia,3.56,1-10
1972,Hawaii,11.24,10-100
1972,Idaho,14.09,10-100
1972,Illinois,40.22,10-100
1972,Indiana,23.8,10-100
1972,Iowa,33.27,10-100
1972,Kansas,1.72,1-10
1972,Kentucky,14.43,10-100
1972,Louisiana,3.2600000000000002,1-10
1972,Maine,20.98,10-100
1972,Maryland,0.27,0-1
1972,Massachusetts,21.96,10-100
1972,Michigan,25.72,10-100
1972,Minnesota,0.73,0-1
1972,Mississippi,9.05,1-10
1972,Missouri,3.6999999999999997,1-10
1972,Montana,2.35,1-10
1972,Nebraska,1.61,1-10
1972,Nevada,0.18,0-1
1972,New Hampshire,98.96000000000001,10-100
1972,New Jersey,5.64,1-10
1972,New Mexico,12.07,10-100
1972,New York,3.61,1-10
1972,North Carolina,0.71,0-1
1972,North Dakota,9.49,1-10
1972,Ohio,2.82,1-10
1972,Oklahoma,0.5,0-1
1972,Oregon,8.95,1-10
1972,Pennsylvania,0.61,0-1
1972,Rhode Island,52.25,10-100
1972,South Carolina,7.63,1-10
1972,South Dakota,1.78,1-10
1972,Tennessee,4.66,1-10
1972,Texas,13.17,10-100
1972,Utah,13.709999999999999,10-100
1972,Vermont,17.07,10-100
1972,Virginia,1.54,1-10
1972,Washington,28.37,10-100
1972,West Virginia,15.510000000000002,10-100
1972,Wisconsin,76.34,10-100
1972,Wyoming,14.4,10-100
1973,Alabama,0.42,0-1
1973,Alaska,1.47,1-10
1973,Arizona,1.1199999999999999,1-10
1973,Arkansas,3.71,1-10
1973,California,3.82,1-10
1973,Colorado,6.55,1-10
1973,Connecticut,59.17,10-100
1973,Delaware,1.7100000000000002,1-10
1973,District Of Columbia,1.4000000000000001,1-10
1973,Florida,4.7,1-10
1973,Georgia,1.02,1-10
1973,Hawaii,3.52,1-10
1973,Idaho,31.71,10-100
1973,Illinois,19.48,10-100
1973,Indiana,13.27,10-100
1973,Iowa,10.120000000000001,10-100
1973,Kansas,1.19,1-10
1973,Kentucky,12.38,10-100
1973,Louisiana,2.37,1-10
1973,Maine,5.32,1-10
1973,Maryland,0.32,0-1
1973,Massachusetts,69.12,10-100
1973,Michigan,46.65,10-100
1973,Minnesota,0.65,0-1
1973,Mississippi,2.71,1-10
1973,Missouri,1.15,1-10
1973,Montana,48.63,10-100
1973,Nebraska,0.37,0-1
1973,Nevada,0.17,0-1
1973,New Hampshire,90.34,10-100
1973,New Jersey,10.1,10-100
1973,New Mexico,14.03,10-100
1973,New York,9.790000000000001,1-10
1973,North Carolina,0.12,0-1
1973,North Dakota,11.22,10-100
1973,Ohio,3.77,1-10
1973,Oklahoma,2.46,1-10
1973,Oregon,19.52,10-100
1973,Pennsylvania,3.44,1-10
1973,Rhode Island,68.09,10-100
1973,South Carolina,2.8600000000000003,1-10
1973,South Dakota,0.43999999999999995,0-1
1973,Tennessee,3.9,1-10
1973,Texas,4.0600000000000005,1-10
1973,Utah,10.74,10-100
1973,Vermont,25.57,10-100
1973,Virginia,8.74,1-10
1973,Washington,25.03,10-100
1973,West Virginia,12.58,10-100
1973,Wisconsin,29.97,10-100
1973,Wyoming,19.68,10-100
1974,Alabama,0.58,0-1
1974,Alaska,0.27,0-1
1974,Arizona,0.89,0-1
1974,Arkansas,0.66,0-1
1974,California,5.14,1-10
1974,Colorado,6.13,1-10
1974,Connecticut,5.6,1-10
1974,Delaware,2.72,1-10
1974,District Of Columbia,0.14,0-1
1974,Florida,2.7,1-10
1974,Georgia,0.06,0-1
1974,Hawaii,7.1000000000000005,1-10
1974,Idaho,6.4799999999999995,1-10
1974,Illinois,18.73,10-100
1974,Indiana,4.86,1-10
1974,Iowa,4.6,1-10
1974,Kansas,8.25,1-10
1974,Kentucky,5.5200000000000005,1-10
1974,Louisiana,0.38,0-1
1974,Maine,3.44,1-10
1974,Maryland,0.57,0-1
1974,Massachusetts,7.08,1-10
1974,Michigan,25.06,10-100
1974,Minnesota,2.21,1-10
1974,Mississippi,0.61,0-1
1974,Missouri,5.49,1-10
1974,Montana,46.199999999999996,10-100
1974,Nebraska,6.08,1-10
1974,Nevada,26.76,10-100
1974,New Hampshire,20.259999999999998,10-100
1974,New Jersey,75.03,10-100
1974,New Mexico,5.35,1-10
1974,New York,7.83,1-10
1974,North Carolina,0.12,0-1
1974,North Dakota,5.82,1-10
1974,Ohio,27.44,10-100
1974,Oklahoma,1.1,1-10
1974,Oregon,1.03,1-10
1974,Pennsylvania,7.74,1-10
1974,Rhode Island,6.58,1-10
1974,South Carolina,1.9600000000000002,1-10
1974,South Dakota,4.12,1-10
1974,Tennessee,1.29,1-10
1974,Texas,1.43,1-10
1974,Utah,1.21,1-10
1974,Vermont,11.879999999999999,10-100
1974,Virginia,0.86,0-1
1974,Washington,2.22,1-10
1974,West Virginia,12.68,10-100
1974,Wisconsin,13.9,10-100
1974,Wyoming,4.46,1-10
1975,Alabama,0.13,0-1
1975,Alaska,NA,NA
1975,Arizona,3.5300000000000002,1-10
1975,Arkansas,0.1,0-1
1975,California,23.78,10-100
1975,Colorado,44.44,10-100
1975,Connecticut,4.16,1-10
1975,Delaware,5.94,1-10
1975,District Of Columbia,0.28,0-1
1975,Florida,0.9400000000000001,0-1
1975,Georgia,0.78,0-1
1975,Hawaii,7.17,1-10
1975,Idaho,2.35,1-10
1975,Illinois,16.490000000000002,10-100
1975,Indiana,9.67,1-10
1975,Iowa,24.11,10-100
1975,Kansas,93.3,10-100
1975,Kentucky,4.55,1-10
1975,Louisiana,0.09,0-1
1975,Maine,1.44,1-10
1975,Maryland,1.54,1-10
1975,Massachusetts,2.69,1-10
1975,Michigan,35.27,10-100
1975,Minnesota,5.83,1-10
1975,Mississippi,1.47,1-10
1975,Missouri,5.41,1-10
1975,Montana,6.98,1-10
1975,Nebraska,25.54,10-100
1975,Nevada,4.3,1-10
1975,New Hampshire,2.3899999999999997,1-10
1975,New Jersey,6.48,1-10
1975,New Mexico,9.07,1-10
1975,New York,6.83,1-10
1975,North Carolina,0.06,0-1
1975,North Dakota,131.87,100-500
1975,Ohio,1.1,1-10
1975,Oklahoma,9.639999999999999,1-10
1975,Oregon,8.43,1-10
1975,Pennsylvania,4.78,1-10
1975,Rhode Island,0.54,0-1
1975,South Carolina,0.57,0-1
1975,South Dakota,51.88,10-100
1975,Tennessee,4.09,1-10
1975,Texas,2.23,1-10
1975,Utah,27.85,10-100
1975,Vermont,15.28,10-100
1975,Virginia,0.85,0-1
1975,Washington,8.14,1-10
1975,West Virginia,11.73,10-100
1975,Wisconsin,32.03,10-100
1975,Wyoming,0.75,0-1
1976,Alabama,NA,NA
1976,Alaska,2.73,1-10
1976,Arizona,10,1-10
1976,Arkansas,0.91,0-1
1976,California,10.41,10-100
1976,Colorado,16.669999999999998,10-100
1976,Connecticut,7.64,1-10
1976,Delaware,18.8,10-100
1976,District Of Columbia,1.94,1-10
1976,Florida,3.7800000000000002,1-10
1976,Georgia,0.1,0-1
1976,Hawaii,1.2,1-10
1976,Idaho,224.32999999999998,100-500
1976,Illinois,17.86,10-100
1976,Indiana,79.97,10-100
1976,Iowa,1.4,1-10
1976,Kansas,32.17,10-100
1976,Kentucky,21.88,10-100
1976,Louisiana,7.76,1-10
1976,Maine,0.9,0-1
1976,Maryland,19.900000000000002,10-100
1976,Massachusetts,0.74,0-1
1976,Michigan,65.64,10-100
1976,Minnesota,10.83,10-100
1976,Mississippi,0.73,0-1
1976,Missouri,4.8,1-10
1976,Montana,65.89,10-100
1976,Nebraska,3.52,1-10
1976,Nevada,12.4,10-100
1976,New Hampshire,1.1300000000000001,1-10
1976,New Jersey,8.56,1-10
1976,New Mexico,1.3,1-10
1976,New York,17.38,10-100
1976,North Carolina,0.35,0-1
1976,North Dakota,0.45999999999999996,0-1
1976,Ohio,6.76,1-10
1976,Oklahoma,9.99,1-10
1976,Oregon,7.12,1-10
1976,Pennsylvania,28.5,10-100
1976,Rhode Island,2.23,1-10
1976,South Carolina,0.15,0-1
1976,South Dakota,0.74,0-1
1976,Tennessee,4.8,1-10
1976,Texas,2.04,1-10
1976,Utah,166.51,100-500
1976,Vermont,34.37,10-100
1976,Virginia,16.49,10-100
1976,Washington,10.26,10-100
1976,West Virginia,11.01,10-100
1976,Wisconsin,88.54,10-100
1976,Wyoming,0.97,0-1
